Country,Prefix
Guinea (Mobile B) MTN,224661
Guinea (Mobile B) MTN,224662
Guinea (Mobile B) MTN,224664
Guinea (Mobile B) MTN,224666
Guinea (Mobile B) MTN,224669
Guinea (Mobile B) MTN,2246412
Guinea (Mobile B) MTN,2246413
Guinea (Mobile B) MTN,2246414
Guinea (Mobile B) MTN,2246415
Guinea (Mobile B) MTN,2246416
Guinea (Mobile B) MTN,2246417
Guinea (Mobile B) MTN,2246418
Guinea (Mobile B) MTN,2246419
Guinea (Mobile B) MTN,22466441
Guinea (Mobile B) MTN,22466444
Guinea (Mobile C) Cellcom,22465
Guinea (Mobile C) Cellcom,22467
Guinea (Mobile C) Cellcom,224653
Guinea (Mobile C) Cellcom,224654
Guinea (Mobile C) Cellcom,224655
Guinea (Mobile C) Cellcom,224656
Guinea (Mobile C) Cellcom,224657
Guinea (Mobile D) Mobile 1,224637275
Guinea Bissau,245
Guinea Bissau,2454
Guinea Bissau,24540
Guinea Bissau,24549
Guinea Bissau,24590
Guinea Bissau,2454000
Guinea Bissau,2454200
Guinea Bissau,2454500
Guinea Bissau,24544373
Guinea Bissau,24544374
Guinea Bissau (Mobile A),2455
Guinea Bissau (Mobile A),2457
Guinea Bissau (Mobile A),24595
Guinea Bissau (Mobile A),24597
Guinea Bissau (Mobile A),245955
Guinea Bissau (Mobile A),245977
Guinea Bissau (Mobile B) Spacetel,2456
Guinea Bissau (Mobile B) Spacetel,24591
Guinea Bissau (Mobile B) Spacetel,24592
Guinea Bissau (Mobile B) Spacetel,24596
Guinea Bissau (Mobile B) Spacetel,245965
Guinea Bissau (Mobile B) Spacetel,245966
Guinea Bissau (Mobile B) Spacetel,245969
Guyana,592
Guyana,5926
Guyana (Mobile B),59261
Guyana (Mobile B),59262
Guyana (Mobile B),59263
Guyana (Mobile B),59264
Guyana (Mobile B),59265
Guyana (Mobile B),592607
Guyana (Mobile B),592609
Guyana (Mobile B),592631
Guyana (Mobile B),592632
Guyana (Mobile B),592634
Guyana (Mobile B),592635
Guyana (Mobile B),592636
Guyana (Mobile B),592637
Guyana (Mobile B),592638
Guyana (Mobile B),592639
Guyana (Mobile B),592650
Guyana (Mobile B),592651
Guyana (Mobile B),592652
Guyana (Mobile B),592653
Guyana (Mobile B),592654
Guyana (Mobile B),592655
Guyana (Mobile B),592656
Guyana (Mobile B),592657
Guyana (Mobile B),592658
Haiti (Haitel),50925
Haiti (Haitel),5092556
Haiti (Haitel),5092557
Haiti (Haitel),5092558
Haiti (Mobile D),50921
Haiti (Mobile D),50923
Haiti (Mobile D),50924
Inmarsat (SNAC Aero),87050
Inmarsat (SNAC Aero),87055
Inmarsat (SNAC B HSD),87039
Inmarsat (SNAC B),87030
Inmarsat (SNAC B),87031
Inmarsat (SNAC B),87032
Inmarsat (SNAC B),87033
Inmarsat (SNAC B),87034
Inmarsat (SNAC B),87035
Inmarsat (SNAC B),87036
Inmarsat (SNAC B),87037
Inmarsat (SNAC B),87038
Inmarsat (SNAC BGAN HSD),87078
Inmarsat (SNAC BGAN),87077
Inmarsat (SNAC C),8704
Inmarsat (SNAC GAN HSD),87060
Inmarsat (SNAC M),87061
Inmarsat (SNAC M),87062
Inmarsat (SNAC M),87063
Inmarsat (SNAC M),87064
Inmarsat (SNAC M),87065
Inmarsat (SNAC M),87066
Inmarsat (SNAC M),87067
Inmarsat (SNAC M),87068
Inmarsat (SNAC M),87069
Inmarsat (SNAC Mini-M),87076
Inmarsat (SNAC),870
Inmarsat (SNAC),8703
Inmarsat (SNAC),8705
Inmarsat (SNAC),8706
Inmarsat (SNAC),87099177
Inmarsat (SNAC),87099277
Inmarsat (SNAC),87099377
Inmarsat (SNAC),87099477
Inmarsat (SNAC),87099577
Inmarsat (SNAC),87099777
International Freephone Service,800
International Networks,882
International Networks,88210
International Networks,88212
International Networks,88213
International Networks,88214
International Networks,88215
International Networks,88222
International Networks,88223
International Networks,88231
International Networks,88233
International Networks,88233
International Networks,88234
International Networks,88235
International Networks,88236
International Networks,88238
International Networks,88241
International Networks,88244
International Networks,88245
International Networks,88246
International Networks,88297
International Networks,882340
International Networks,882341
International Networks,882342
International Networks,882343
International Networks,882344
International Networks,882345
International Networks,882346
International Networks,882347
International Networks,882348
International Networks,882349
International Networks,8821303
International Networks,8821307
International Networks,8821309
International Networks,8821310
International Networks,8821313
International Networks,8821323
International Networks,8821324
International Networks,8821333
International Networks,8821339
International Networks,8821343
International Networks,8821348
International Networks,8821365
International Networks,8821376
International Networks,8821381
International Networks,8821386
International Networks,8821388
International Networks,8821396
International Networks,88213300
International Networks,88213400
International Networks,882133401
International Networks,8821320044
International Networks,8821335071
International Networks,88213200361
International Networks,88213800050
International Networks,88213800053
International Networks,88213800581
International Networks,88213800631
International Networks,88213800635
International Networks,88213800641
International Networks,88213800645
International Networks,88213800652
International Networks,88213800659
International Networks,88213800664
International Networks,88213800669
International Networks,88213800673
International Networks,88213800679
International Networks,88213800680
International Networks,88213800681
International Networks (Aeromobile),88299
International Networks (Iridium),8816
International Networks (MCP),88232
International Networks (MT Maritime),88249
International Networks (On Air),88298
International Networks (Orange),883
International Networks (Orange),883100
International Networks (Orange),883170
International Networks (Orange),883200
International Networks (Orange),883510
International Networks (Orange),8835110
International Networks (Orange),8835120
International Networks (Orange),8835130
International Networks (Orange),8835140
International Networks (Seanet),88242
International Networks (Thuraya),88216
Ivory Coast,225
Ivory Coast,2250
Ivory Coast,2251
Ivory Coast,2252
Ivory Coast,2253
Ivory Coast,2254
Ivory Coast,2255
Ivory Coast,2256
Ivory Coast,2257
Ivory Coast,2258
Ivory Coast,2259
Ivory Coast,22520
Ivory Coast,22521
Ivory Coast,22522
Ivory Coast,22523
Ivory Coast,22524
Ivory Coast,22550
Ivory Coast,22564
Ivory Coast,22568
Ivory Coast,22570
Ivory Coast,22572
Ivory Coast,22573
Ivory Coast,22574
Ivory Coast,22584
Ivory Coast,22585
Ivory Coast,22586
Ivory Coast,22595
Ivory Coast,22597
Ivory Coast,22598
Ivory Coast,225217
Ivory Coast,225219
Ivory Coast,225238
Ivory Coast,225239
Ivory Coast,225740
Ivory Coast,225741
Ivory Coast,225742
Ivory Coast,225743
Ivory Coast,225744
Ivory Coast,225745
Ivory Coast,225746
Ivory Coast,225747
Ivory Coast,225748
Ivory Coast,225749
Ivory Coast,225970
Ivory Coast,225971
Ivory Coast,225972
Ivory Coast,225973
Ivory Coast,225983
Ivory Coast,225984
Ivory Coast,2252170
Ivory Coast,2252179
Ivory Coast,22521785
Ivory Coast,22521786
Ivory Coast,22521787
Ivory Coast,22521788
Ivory Coast,22580011
Ivory Coast,22590409
Ivory Coast,2252178120
Ivory Coast,2252178822
Ivory Coast,2252905866
Ivory Coast,2252906880
Ivory Coast,22521780403
Ivory Coast,22521780404
Ivory Coast,22521788351
Ivory Coast,22521788517
Ivory Coast,22521788519
Ivory Coast,22521788961
Ivory Coast,22521953376
Ivory Coast,22521965791
Ivory Coast,22527745164
Ivory Coast,22530605159
Ivory Coast,22532155312
Ivory Coast,22533964973
Ivory Coast,22534478418
Ivory Coast (Mobile A),22501
Ivory Coast (Mobile A),22502
Ivory Coast (Mobile A),22503
Ivory Coast (Mobile A),22540
Ivory Coast (Mobile A),22541
Ivory Coast (Mobile A),22542
Ivory Coast (Mobile A),22543
Ivory Coast (Mobile A),22551
Ivory Coast (Mobile A),22552
Ivory Coast (Mobile A),22553
Ivory Coast (Mobile A),22569
Ivory Coast (Mobile A),22571
Ivory Coast (Mobile A),2256988
Ivory Coast (Mobile A),2256989
Ivory Coast (Mobile B) MTN,22504
Ivory Coast (Mobile B) MTN,22505
Ivory Coast (Mobile B) MTN,22506
Ivory Coast (Mobile B) MTN,22544
Ivory Coast (Mobile B) MTN,22545
Ivory Coast (Mobile B) MTN,22546
Ivory Coast (Mobile B) MTN,22554
Ivory Coast (Mobile B) MTN,22555
Ivory Coast (Mobile B) MTN,22556
Ivory Coast (Mobile B) MTN,22575
Ivory Coast (Mobile B) MTN,22576
Ivory Coast (Mobile B) MTN,22587
Ivory Coast (Mobile C) Orange,22507
Ivory Coast (Mobile C) Orange,22508
Ivory Coast (Mobile C) Orange,22509
Ivory Coast (Mobile C) Orange,22547
Ivory Coast (Mobile C) Orange,22548
Ivory Coast (Mobile C) Orange,22549
Ivory Coast (Mobile C) Orange,22557
Ivory Coast (Mobile C) Orange,22558
Ivory Coast (Mobile C) Orange,22559
Ivory Coast (Mobile C) Orange,22577
Ivory Coast (Mobile C) Orange,22578
Ivory Coast (Mobile C) Orange,22579
Ivory Coast (Mobile C) Orange,22588
Ivory Coast (Mobile C) Orange,22589
Ivory Coast (Mobile D) Oricel,22560
Ivory Coast (Mobile D) Oricel,22561
Ivory Coast (Mobile E) Comium,22565
Ivory Coast (Mobile E) Comium,22566
Ivory Coast (Mobile E) Comium,22567
Ivory Coast (Mobile E) Comium,225670
Ivory Coast (Mobile E) Comium,225671
Ivory Coast (MTN),225200
Ivory Coast (MTN),225210
Ivory Coast (MTN),225220
Ivory Coast (MTN),225230
Ivory Coast (MTN),225240
Ivory Coast (MTN),225300
Ivory Coast (MTN),225310
Ivory Coast (MTN),225320
Ivory Coast (MTN),225330
Ivory Coast (MTN),225340
Ivory Coast (MTN),225350
Ivory Coast (MTN),225360
Ivory Coast (MTN),2252000
Ivory Coast (MTN),2252001
Ivory Coast (MTN),2252100
Ivory Coast (MTN),2252101
Ivory Coast (MTN),2252200
Ivory Coast (MTN),2252201
Ivory Coast (MTN),2252202
Ivory Coast (MTN),2252300
Ivory Coast (MTN),2252301
Ivory Coast (MTN),2252400
Ivory Coast (MTN),2252401
Ivory Coast (MTN),2253000
Ivory Coast (MTN),2253001
Ivory Coast (MTN),2253200
Ivory Coast (MTN),2253300
Ivory Coast (MTN),2253400
Ivory Coast (MTN),2253500
Ivory Coast (MTN),2253600
Jamaica (Mobile B) C&W,187632
Jamaica (Mobile B) C&W,187633
Jamaica (Mobile B) C&W,187634
Jamaica (Mobile B) C&W,187653
Jamaica (Mobile B) C&W,187654
Jamaica (Mobile B) C&W,187677
Jamaica (Mobile B) C&W,187682
Jamaica (Mobile B) C&W,187683
Jamaica (Mobile B) C&W,1876210
Jamaica (Mobile B) C&W,1876310
Jamaica (Mobile B) C&W,1876312
Jamaica (Mobile B) C&W,1876313
Jamaica (Mobile B) C&W,1876314
Jamaica (Mobile B) C&W,1876315
Jamaica (Mobile B) C&W,1876316
Jamaica (Mobile B) C&W,1876317
Jamaica (Mobile B) C&W,1876318
Jamaica (Mobile B) C&W,1876319
Jamaica (Mobile B) C&W,1876501
Jamaica (Mobile B) C&W,1876502
Jamaica (Mobile B) C&W,1876510
Jamaica (Mobile B) C&W,1876512
Jamaica (Mobile B) C&W,1876513
Jamaica (Mobile B) C&W,1876517
Jamaica (Mobile B) C&W,1876518
Jamaica (Mobile B) C&W,1876519
Jamaica (Mobile B) C&W,1876563
Jamaica (Mobile B) C&W,1876700
Jamaica (Mobile B) C&W,1876707
Jamaica (Mobile B) C&W,1876781
Jamaica (Mobile B) C&W,1876782
Jamaica (Mobile B) C&W,1876783
Jamaica (Mobile B) C&W,1876784
Jamaica (Mobile B) C&W,1876787
Jamaica (Mobile B) C&W,1876788
Jamaica (Mobile B) C&W,1876789
Jamaica (Mobile B) C&W,1876790
Jamaica (Mobile B) C&W,1876791
Jamaica (Mobile B) C&W,1876792
Jamaica (Mobile B) C&W,1876793
Jamaica (Mobile B) C&W,1876796
Jamaica (Mobile B) C&W,1876797
Jamaica (Mobile B) C&W,1876798
Jamaica (Mobile B) C&W,1876799
Jamaica (Mobile B) C&W,1876801
Jamaica (Mobile B) C&W,1876802
Jamaica (Mobile B) C&W,1876803
Jamaica (Mobile B) C&W,1876804
Jamaica (Mobile B) C&W,1876805
Jamaica (Mobile B) C&W,1876806
Jamaica (Mobile B) C&W,1876807
Jamaica (Mobile B) C&W,1876808
Jamaica (Mobile B) C&W,1876809
Jamaica (Mobile B) C&W,1876810
Jamaica (Mobile B) C&W,1876812
Jamaica (Mobile B) C&W,1876813
Jamaica (Mobile B) C&W,1876814
Jamaica (Mobile B) C&W,1876815
Jamaica (Mobile B) C&W,1876816
Jamaica (Mobile B) C&W,1876817
Jamaica (Mobile B) C&W,1876818
Jamaica (Mobile B) C&W,1876819
Jamaica (Mobile B) C&W,1876909
Jamaica (Mobile B) C&W,1876919
Jamaica (Mobile B) C&W,1876990
Jamaica (Mobile B) C&W,1876995
Jamaica (Mobile B) C&W,1876997
Jamaica (Mobile B) C&W,1876999
Kenya (Mobile B) Zain Mobile,25473
Kenya (Mobile B) Zain Mobile,25478
Kenya (Mobile B) Zain Mobile,254752
Kenya (Mobile B) Zain Mobile,254753
Kenya (Mobile B) Zain Mobile,254754
Kenya (Mobile B) Zain Mobile,254755
Kenya (Mobile B) Zain Mobile,254756
Kenya (Mobile B) Zain Mobile,254760
Kenya (Mobile B) Zain Mobile,254762
Kenya (Mobile B) Zain Mobile,254763
Kenya (Mobile B) Zain Mobile,254764
Kenya (Mobile B) Zain Mobile,254765
Kenya (Mobile B) Zain Mobile,254780
Kenya (Mobile B) Zain Mobile,254781
Kenya (Mobile B) Zain Mobile,254782
Kenya (Mobile B) Zain Mobile,254783
Kenya (Mobile B) Zain Mobile,254784
Kiribati,686
Kiribati,6866
Kiribati,6867
Kiribati,6869
Kiribati,68630
Kiribati,68650
Kiribati,6863000
Kiribati,6863001
Kiribati,6863012
Kosovo (Mobile A),38343
Kosovo (Mobile A),38344
Kosovo (Mobile A),38345
Kosovo (Mobile A),38347
Kosovo (Mobile A),38348
Kosovo (Mobile A),38349
Kosovo (Mobile A),383451
Kosovo (Mobile A),383452
Kosovo (Mobile A),383453
Kosovo (Mobile A),383454
Kosovo (Mobile A),383455
Kosovo (Mobile A),383456
Kosovo (Mobile A),383457
Kosovo (Mobile A),383458
Kosovo (Mobile A),383459
Latvia,3712279
Latvia,3712285
Latvia,3712290
Latvia,3712292
Latvia,3712298
Latvia,3712321
Latvia,3712324
Latvia,3712325
Latvia,3712326
Latvia,3712329
Latvia,3712331
Latvia,3712332
Latvia,3712334
Latvia,3712335
Latvia,3712336
Latvia,3712338
Latvia,3712339
Latvia,3712346
Latvia,3712348
Latvia,3712349
Latvia,3712351
Latvia,3712352
Latvia,3712353
Latvia,3712354
Latvia,3712356
Latvia,3712358
Latvia,3712359
Latvia,3712401
Latvia,3712402
Latvia,3712403
Latvia,3712404
Latvia,3712405
Latvia,3712406
Latvia,3712407
Latvia,3712408
Latvia,3712409
Latvia,3712415
Latvia,3712416
Latvia,3712417
Latvia,3712418
Latvia,3712419
Latvia,3712501
Latvia,3712505
Latvia,3712507
Latvia,3712728
Latvia,3712768
Latvia (Mobile B),37121
Latvia (Mobile B),371222
Latvia (Mobile B),37123445
Latvia (Mobile B),37123446
Latvia (Mobile B),37123447
Latvia (Mobile B),37123448
Latvia (Mobile B),37123449
Latvia (Mobile B),371222951
Latvia (Mobile B),3712117026
Latvia (Mobile B),3712117506
Latvia (Mobile B),3712117530
Latvia (Mobile B),3712117538
Latvia (Mobile B),3712117539
Latvia (Mobile B),3712117560
Latvia (Mobile B),3712152492
Latvia (Mobile B),3712152523
Latvia (Mobile B),37121175043
Latvia (Mobile B),37121175049
Latvia (Mobile B),37121175310
Latvia (Mobile B),37121314413
Latvia (Mobile B),37121722001
Latvia (Mobile C) Bite,3712793
Latvia (Mobile C) Bite,3712795
Latvia (Premium Service),3712018
Latvia (Premium Service),3712090
Latvia (Premium Service),3712091
Latvia (Premium Service),3712095
Latvia (Premium Service),3712096
Latvia (Premium Service),3712097
Latvia (Premium Service),3712098
Latvia (Premium Service),3712099
Latvia (Premium Service),3712270
Latvia (Premium Service),3712274
Latvia (Premium Service),3712278
Latvia (Premium Service),3712360
Latvia (Premium Service),3712361
Latvia (Premium Service),3712362
Latvia (Premium Service),3712412
Latvia (Premium Service),3712414
Latvia (Premium Service),3712448
Latvia (Premium Service),3712502
Latvia (Premium Service),3712769
Latvia (Premium Service),3712904
Latvia (Premium Service),3719040
Latvia (Premium Service),37178510
Latvia (Premium Service),371236005
Latvia (Premium Service),371236011
Latvia (Premium Service),371236030
Latvia (Premium Service),371236040
Latvia (Premium Service),371236042
Latvia (Premium Service),371236043
Latvia (Premium Service),371236091
Latvia (Premium Service),371236110
Latvia (Premium Service),371236142
Latvia (Premium Service),371236205
Latvia (Premium Service),371236214
Latvia (Premium Service),371236217
Latvia (Premium Service),371236230
Latvia (Premium Service),371236242
Latvia (Premium Service),371236288
Latvia (Premium Service),371236298
Latvia (Premium Service),371276900
Latvia (Premium Service),371276901
Latvia (Premium Service),371276902
Latvia (Premium Service),371276903
Latvia (Premium Service),3712360060
Latvia (Premium Service),3712360078
Latvia (Premium Service),3712360079
Latvia (Premium Service),3712360245
Latvia (Premium Service),3712360246
Latvia (Premium Service),3712360442
Latvia (Premium Service),3712360615
Latvia (Premium Service),3712360670
Latvia (Premium Service),3712360674
Latvia (Premium Service),3712360721
Latvia (Premium Service),3712360900
Latvia (Premium Service),3712360903
Latvia (Premium Service),3712360905
Latvia (Premium Service),3712360907
Latvia (Premium Service),3712360908
Latvia (Premium Service),3712360909
Latvia (Premium Service),3712360921
Latvia (Premium Service),3712360927
Latvia (Premium Service),3712361010
Latvia (Premium Service),3712361051
Latvia (Premium Service),3712361130
Latvia (Premium Service),3712361140
Latvia (Premium Service),3712361150
Latvia (Premium Service),3712361151
Latvia (Premium Service),3712361152
Latvia (Premium Service),3712361156
Latvia (Premium Service),3712361159
Latvia (Premium Service),3712361621
Latvia (Premium Service),3712362197
Latvia (Premium Service),3712362401
Latvia (Premium Service),3712362625
Latvia (Premium Service),3712362628
Latvia (Premium Service),3712362787
Latvia (Premium Service),3712362993
Latvia (Premium Service),37123600302
Latvia (Premium Service),37123600303
Latvia (Premium Service),37123600308
Latvia (Premium Service),37123600312
Latvia (Premium Service),37123600313
Latvia (Premium Service),37123600314
Latvia (Premium Service),37123600320
Latvia (Premium Service),37123600323
Latvia (Premium Service),37123600329
Latvia (Premium Service),37123600355
Latvia (Premium Service),37123600414
Latvia (Premium Service),37123605500
Latvia (Premium Service),37123605900
Latvia (Premium Service),37123606790
Latvia (Premium Service),37123608960
Latvia (Premium Service),37123609010
Latvia (Premium Service),37123609011
Latvia (Premium Service),37123609012
Latvia (Premium Service),37123609014
Latvia (Premium Service),37123609015
Latvia (Premium Service),37123609016
